,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,Type_H,Type_L,Type_M,Machine_failure
287,298.2,308.3,1805,31.6,96,10.1,5973.005393,3.037973722,57.12023509,0,1,0,0
288,298.2,308.4,1385,42.2,98,10.2,6120.555527,2.322274331,32.81989744,1,0,0,0
289,298.1,308.4,1436,46.7,103,10.3,7022.632442,2.20556698,30.74945808,0,1,0,0
290,298.1,308.4,1438,45.6,105,10.3,6866.767559,2.302631074,31.5350808,0,1,0,0
291,298,308.3,1473,42.6,107,10.3,6571.14369,2.5117365,34.57745667,0,1,0,0
292,298.1,308.4,1335,40.2,109,10.3,5619.995098,2.711442112,33.20894696,0,1,0,0
293,298.1,308.5,1392,44.8,111,10.4,6530.491481,2.477678018,31.07142164,1,0,0,0
294,298.1,308.5,1372,51.1,116,10.4,7341.818256,2.270058264,26.84930981,0,0,1,0
295,298.1,308.6,1716,30.7,119,10.5,5516.762363,3.876220236,55.89574727,0,0,1,0
296,298,308.5,1395,46.2,122,10.5,6749.083498,2.640692069,30.19479866,0,1,0,0
297,298,308.5,1713,25.3,124,10.5,4538.438995,4.901183834,67.70748312,0,1,0,0
298,297.9,308.5,2129,18.7,126,10.6,4169.134307,6.737964311,113.8502065,1,0,0,0
299,297.8,308.3,1567,35.6,131,10.5,5841.812483,3.679774247,44.01684157,0,0,1,0
300,297.8,308.4,1622,38.3,134,10.6,6505.463459,3.498693603,42.34985839,0,1,0,0
301,297.7,308.4,1740,27.1,136,10.7,4937.955333,5.018448333,64.20661837,0,1,0,0
302,297.8,308.4,1512,35.1,138,10.6,5557.603068,3.931622812,43.0769108,1,0,0,0
303,297.8,308.4,1479,43.5,143,10.6,6737.302525,3.287355566,33.99999218,0,0,1,0
304,297.8,308.4,1737,27.5,146,10.6,5002.200903,5.309088979,63.1636134,0,1,0,0
305,297.8,308.4,2129,19.2,148,10.6,4280.608486,7.708329319,110.8853589,0,1,0,0
306,297.8,308.4,1374,47.1,150,10.6,6776.98084,3.1847127,29.17196833,0,1,0,0
307,297.8,308.4,1579,36.6,152,10.6,6051.901256,4.15300433,43.14206472,0,0,1,0
308,297.9,308.5,1305,47.2,155,10.6,6450.318036,3.283897609,27.64829923,0,1,0,0
309,297.9,308.5,1449,40.8,157,10.6,6190.948147,3.848038273,35.51469718,0,0,1,0
310,298,308.6,1526,41.8,160,10.6,6679.738076,3.82775028,36.5071683,1,0,0,0
311,298,308.6,1453,44.1,165,10.6,6710.159165,3.74149575,32.94783833,0,0,1,0
312,297.9,308.6,1468,36,168,10.7,5534.229619,4.66666537,40.77776645,0,1,0,0
313,298,308.6,1313,50.8,170,10.6,6984.849554,3.346456034,25.84645161,0,1,0,0
314,297.9,308.5,1300,53,172,10.6,7215.191128,3.245282407,24.52829726,0,0,1,0
315,297.9,308.4,1646,40.6,175,10.5,6998.169907,4.310343766,40.54186194,0,1,0,0
316,297.8,308.4,1714,33.2,177,10.6,5959.056721,5.331323695,51.62649047,0,1,0,0
317,297.8,308.4,1685,28.4,179,10.6,5011.259161,6.302814682,59.33096502,0,1,0,0
318,297.8,308.4,1512,39.9,181,10.6,6317.617163,4.536339715,37.89472734,0,1,0,0
319,297.8,308.4,1612,32.1,183,10.6,5418.744673,5.700932803,50.21805289,0,1,0,0
320,297.8,308.4,1550,38.2,185,10.6,6200.456701,4.842930669,40.57590561,1,0,0,0
321,297.8,308.4,1518,32.5,190,10.6,5166.349119,5.846152047,46.70767794,0,1,0,0
322,297.8,308.5,1448,40,192,10.7,6065.368217,4.7999988,36.19999095,0,1,0,0
323,297.8,308.5,1561,46.3,194,10.7,7568.546997,4.19006389,33.71489553,0,1,0,0
324,297.8,308.5,1488,41.9,196,10.7,6528.983516,4.67780318,35.51311802,0,0,1,0
325,297.8,308.5,1699,27.8,199,10.7,4946.144418,7.158270806,61.11508593,0,1,0,0
326,297.7,308.5,1501,41.4,201,10.8,6507.432191,4.855071291,36.25602989,0,1,0,0
327,297.7,308.5,1373,56.7,203,10.8,8152.338688,3.580246282,24.21516328,0,1,0,1
328,297.6,308.4,1703,31.4,205,10.8,5599.805129,6.528660341,54.23565152,1,0,0,0
329,297.7,308.5,1720,29.9,210,10.8,5385.527566,7.023409022,57.52506437,1,0,0,0
330,297.6,308.4,1398,41.9,215,10.8,6134.08532,5.131263692,33.36514717,0,0,1,0
331,297.6,308.4,1391,51.9,218,10.8,7560.022809,4.200384547,26.80153626,0,0,1,0
332,297.6,308.3,1538,40.2,0,10.7,6474.571132,0,38.25869695,0,0,1,0
333,297.5,308.2,1647,31.3,3,10.7,5398.418568,0.095846615,52.6197915,0,1,0,0
334,297.5,308.1,1469,44.8,5,10.6,6891.732748,0.111607118,32.79017125,0,0,1,0
335,297.4,308.1,1749,25.9,8,10.7,4743.710659,0.30888019,67.52893146,0,1,0,0
336,297.6,308.2,1995,20.5,10,10.6,4282.776185,0.48780464,97.3170257,0,0,1,0
337,297.6,308.3,1742,27.7,13,10.7,5053.084232,0.46931391,62.88806394,0,1,0,0
338,297.5,308.2,1563,38.2,15,10.7,6252.460531,0.392670054,40.91621966,0,1,0,0
339,297.5,308.2,1713,32.2,17,10.7,5776.195085,0.527950147,53.19874124,0,0,1,0
340,297.4,308.1,1474,39.4,20,10.7,6081.66261,0.507614084,37.41115802,0,1,0,0
341,297.4,308.2,1530,32.6,22,10.8,5223.211946,0.674846419,46.93250094,0,0,1,0
342,297.4,308.2,1471,46.5,25,10.8,7162.98833,0.537634293,31.6344018,0,1,0,0
343,297.5,308.3,1388,48.6,27,10.8,7064.059577,0.555555441,28.55966491,0,1,0,0
344,297.5,308.2,2448,13.8,29,10.7,3537.684655,2.101447753,177.3911758,0,0,1,0
345,297.5,308.3,1585,32.9,32,10.8,5460.76871,0.972644081,48.17627715,0,1,0,0
346,297.5,308.3,1459,45.2,34,10.8,6905.932747,0.752212223,32.27875392,0,0,1,0
347,297.5,308.3,1544,40.8,37,10.8,6596.841918,0.906862523,37.84312798,0,1,0,0
348,297.6,308.3,1617,31.7,39,10.7,5367.819456,1.230283524,51.00944763,0,1,0,0
349,297.6,308.3,1595,34.3,41,10.7,5729.060723,1.195334928,46.50144417,0,1,0,0
350,297.6,308.3,1400,44.3,43,10.7,6494.719213,0.970654408,31.60270167,1,0,0,0
351,297.6,308.4,1611,31,48,10.8,5229.80929,1.548386597,51.96772517,0,0,1,0
352,297.6,308.4,1507,46,51,10.8,7259.382864,1.108695411,32.76086244,0,0,1,0
353,297.5,308.3,1674,30,54,10.8,5259.026102,1.7999994,55.7999814,1,0,0,0
354,297.6,308.3,1658,34.3,59,10.7,5955.349642,1.720116117,48.33817833,0,1,0,0
355,297.6,308.3,1623,36.9,61,10.7,6271.529998,1.653116083,43.98372792,0,1,0,0
356,297.6,308.4,1398,48.9,63,10.8,7158.872843,1.288343295,28.58895121,0,0,1,0
357,297.6,308.4,1517,34.2,66,10.8,5433.007503,1.929823997,44.35671218,0,1,0,0
358,297.6,308.3,1467,36.7,68,10.7,5637.996424,1.852860531,39.97274115,0,0,1,0
359,297.6,308.3,1567,34.6,71,10.7,5677.716627,2.052022528,45.28900425,0,0,1,0
360,297.5,308.3,1521,38.2,74,10.8,6084.448156,1.937172268,39.8167435,0,0,1,0
361,297.5,308.3,1596,36.8,77,10.8,6150.484433,2.092390736,43.36955343,0,1,0,0
362,297.6,308.3,1640,30.9,79,10.7,5306.77831,2.556633477,53.07441648,1,0,0,0
363,297.6,308.3,1438,47.8,84,10.7,7198.058976,1.757321808,30.08367571,0,1,0,0
364,297.6,308.4,1407,55.2,86,10.8,8133.206389,1.557970732,25.48912582,0,1,0,0
365,297.6,308.4,1353,57.5,88,10.8,8146.935149,1.530434516,23.53043069,0,1,0,0
366,297.6,308.5,1552,40.9,90,10.9,6647.274952,2.20048846,37.94620099,0,0,1,0
367,297.6,308.4,1569,38.3,93,10.8,6292.892828,2.428197799,40.96604675,0,0,1,0
368,297.5,308.4,1489,39.5,96,10.9,6159.144757,2.430379132,37.69619299,0,1,0,0
369,297.5,308.4,1587,36.1,98,10.9,5999.468075,2.714680688,43.96120666,1,0,0,0
370,297.5,308.3,1622,37.2,103,10.8,6318.622472,2.76881646,43.60213882,0,0,1,0
371,297.5,308.4,1604,38.1,106,10.9,6399.675563,2.782151501,42.09972648,0,1,0,0
372,297.4,308.3,1405,51.7,108,10.9,7606.685932,2.088974451,27.17601022,0,0,1,0
373,297.4,308.3,1412,42,111,10.9,6210.300358,2.642856514,33.61903961,0,1,0,0
374,297.4,308.3,1431,43,113,10.9,6443.720692,2.627906366,33.27906203,0,1,0,0
375,297.4,308.2,1533,37.4,115,10.8,6004.023384,3.074865488,40.98929385,0,1,0,0
376,297.4,308.2,1401,51.9,117,10.8,7614.372362,2.254334826,26.99421445,0,0,1,0
377,297.4,308.2,1424,53.9,120,10.8,8037.618197,2.22634467,26.41929009,0,0,1,0
378,297.3,308.2,1754,29.4,123,10.9,5400.146444,4.183672046,59.65984365,0,1,0,0
379,297.3,308.2,1754,26.8,125,10.9,4922.582473,4.664177364,65.44773677,0,1,0,0
380,297.5,308.3,2564,12.8,127,10.8,3436.818587,9.921867249,200.3123435,0,1,0,1
381,297.5,308.5,1546,40.4,129,11,6540.628353,3.193068517,38.26731726,0,1,0,0
382,297.5,308.5,1335,48,131,11,6710.441908,2.729166098,27.81249421,0,1,0,0
383,297.5,308.6,1842,27,133,11.1,5208.132301,4.925924102,68.22219695,0,0,1,0
384,297.5,308.5,1712,26.8,136,11,4804.709916,5.074624972,63.88057318,0,1,0,0
385,297.6,308.6,1414,45.4,138,11,6722.547512,3.039646908,31.14536759,0,0,1,0
386,297.6,308.7,1319,50.9,141,11.1,7030.580671,2.77013698,25.9135509,0,1,0,0
387,297.7,308.7,1249,60.4,143,11,7900.016438,2.367549277,20.67880452,0,1,0,0
388,297.6,308.7,1455,48.2,145,11.1,7344.101146,3.008298131,30.18671573,0,1,0,0
389,297.6,308.7,1408,54.8,147,11.1,8080.008753,2.682481262,25.69342597,0,0,1,0
390,297.6,308.7,1460,46.7,150,11.1,7140.002344,3.211990747,31.2633766,0,1,0,0
391,297.6,308.6,1491,38.1,152,11,5948.825601,3.989500265,39.133848,0,1,0,0
392,297.6,308.5,1490,43.4,154,10.9,6771.807685,3.548386279,34.33178932,0,0,1,0
393,297.5,308.4,1350,52.2,157,10.9,7379.601143,3.007662259,25.86206401,0,0,1,0
394,297.5,308.4,1528,39.9,160,10.9,6384.470254,4.010024058,38.29572975,0,1,0,0
395,297.4,308.3,1571,37.7,162,10.9,6202.205521,4.297081088,41.67107648,0,1,0,0
396,297.4,308.3,1490,42.6,164,10.9,6646.981736,3.849764355,34.97651761,0,1,0,0
397,297.4,308.3,1774,28.9,166,10.9,5368.835237,5.743942649,61.3840618,0,0,1,0
398,297.4,308.3,1502,43.6,169,10.9,6857.803547,3.8761459,34.44953338,1,0,0,0
399,297.4,308.4,1392,49.7,174,11,7244.763987,3.501005332,28.00804265,0,1,0,0
400,297.4,308.5,2100,16.9,176,11.1,3716.504109,10.41419502,124.2602815,0,1,0,0
401,297.5,308.5,1722,30.4,178,11,5481.953517,5.855261232,56.64471821,0,1,0,0
402,297.4,308.6,1678,32.3,180,11.2,5675.747896,5.572753693,51.95044831,0,1,0,0
403,297.3,308.6,1273,59.8,182,11.3,7971.833246,3.043477752,21.28762186,0,1,0,0
404,297.3,308.6,1297,45.9,184,11.3,6234.207878,4.008713724,28.25707445,0,1,0,0
405,297.3,308.5,1350,57.6,186,11.2,8143.008158,3.229166106,23.43749593,0,1,0,0
406,297.4,308.6,1439,51.9,188,11.2,7820.900663,3.622349976,27.72639157,0,1,0,0
407,297.4,308.5,1600,42.1,190,11.1,7053.922705,4.513063061,38.00474157,0,0,1,0
408,297.4,308.6,1434,44.4,193,11.2,6667.464921,4.346845868,32.29729002,0,0,1,0
409,297.4,308.6,1459,41.3,196,11.2,6310.066868,4.745761563,35.32686796,0,1,0,0
410,297.5,308.6,1472,44.9,198,11.1,6921.221831,4.409798572,32.78395706,0,0,1,0
411,297.5,308.7,1429,44.3,201,11.2,6629.252682,4.537245025,32.25732906,0,1,0,0
412,297.5,308.6,1388,48.2,203,11.1,7005.919169,4.211617383,28.79667452,0,1,0,0
413,297.4,308.4,1573,34.5,205,11,5682.984031,5.942027263,45.59418968,0,1,0,0
414,297.4,308.4,1588,32.5,207,11,5404.586562,6.369228809,48.86152343,0,1,0,0
415,297.5,308.4,1511,42.8,209,10.9,6772.310339,4.883176429,35.30373007,0,1,0,0
416,297.4,308.5,1495,37.8,211,11.1,5917.818082,5.582009105,39.55025409,0,1,0,0
417,297.4,308.4,1394,50.1,213,11,7313.564866,4.251496157,27.82434574,0,1,0,0
418,297.4,308.4,2151,17.7,0,11,3986.963821,0,121.5253551,0,1,0,0
419,297.3,308.3,1501,38.2,2,11,6004.442263,0.052356007,39.29318343,0,0,1,0
420,297.3,308.3,1301,39.6,5,11,5395.119896,0.126262594,32.85352706,0,0,1,0
421,297.3,308.3,1657,31.1,8,11,5396.491725,0.257234644,53.27972563,0,0,1,0
422,297.3,308.3,1333,55.2,11,11,7705.447133,0.199275326,24.14854635,0,1,0,0
423,297.3,308.3,1484,43.9,13,11,6822.240719,0.296127495,33.80409253,0,1,0,0
424,297.3,308.4,1430,45.7,15,11.1,6843.540717,0.328227499,31.2910216,0,1,0,0
425,297.3,308.4,1665,28.9,17,11.1,5038.957537,0.588235091,57.61243681,0,0,1,0
426,297.4,308.5,1501,44.9,20,11.1,7057.577424,0.445434199,33.42983665,0,1,0,0
427,297.5,308.5,1496,42.2,22,11,6611.083804,0.521326891,35.45022857,0,0,1,0
428,297.6,308.6,1595,36.9,25,11,6163.333547,0.677506591,43.22492054,0,0,1,0
429,297.5,308.6,1208,62.3,28,11.1,7881.041219,0.44943813,19.39004504,0,1,0,0
430,297.5,308.6,1596,37.1,30,11.1,6200.624252,0.808625119,43.01885633,0,1,0,0
431,297.5,308.5,1446,41.9,32,11,6344.697691,0.763722968,34.51073162,0,1,0,0
432,297.6,308.5,1466,39.7,34,10.9,6094.710692,0.856422958,36.92694284,0,0,1,0
433,297.6,308.5,1848,23.7,37,10.9,4586.473947,1.561180776,77.97465064,0,0,1,0
434,297.5,308.5,1484,44.7,40,11,6946.564012,0.894854386,33.19909772,0,0,1,0
435,297.4,308.3,1493,41.2,43,10.9,6441.479689,1.043689067,36.23785528,0,1,0,0
436,297.3,308.3,1504,36.3,45,11,5717.195975,1.23966908,41.43249547,0,1,0,0
437,297.3,308.3,1538,38.5,47,11,6200.77086,1.220778904,39.94804157,0,1,0,0
438,297.4,308.4,1341,52.2,49,11,7330.403802,0.938697138,25.68965025,0,1,0,0
439,297.4,308.3,1535,34.6,51,10.9,5561.770914,1.473988013,44.36414903,0,0,1,0
440,297.4,308.5,1389,39.2,54,11.1,5701.865003,1.377550669,35.43366443,0,1,0,0
441,297.5,308.5,1393,46.6,56,11,6797.75724,1.20171648,29.89269745,1,0,0,0
442,297.4,308.5,1399,61.5,61,11.1,9009.930651,0.991869757,22.74796378,0,1,0,1
443,297.4,308.5,1469,45.1,63,11.1,6937.882744,1.396895477,32.57205486,1,0,0,0
444,297.4,308.4,1582,37.2,68,11,6162.799477,1.827956498,42.52687029,0,1,0,0
445,297.5,308.6,1793,26.7,70,11.1,5013.259309,2.621721865,67.1535329,0,1,0,0
446,297.5,308.6,1452,39,72,11.1,5930.070293,1.846153373,37.23075968,0,1,0,0
447,297.6,308.7,1376,59.9,74,11.1,8631.253544,1.235392114,22.97161553,0,0,1,0
448,297.5,308.6,1552,44.9,77,11.1,7297.375192,1.714921667,34.56569386,0,1,0,0
449,297.6,308.7,1622,37.9,79,11.1,6437.521282,2.084432168,42.79682248,0,1,0,0
450,297.6,308.7,1419,41.7,81,11.1,6196.508766,1.942445577,34.02876882,0,0,1,0
451,297.5,308.6,1440,46.1,84,11.1,6951.716224,1.822125418,31.23643574,1,0,0,0
452,297.4,308.6,1643,31,89,11.2,5333.691288,2.870966816,52.9999829,0,0,1,0
453,297.4,308.7,1510,36.2,92,11.3,5724.191254,2.541435762,41.71269566,0,1,0,0
454,297.4,308.7,1468,46.6,94,11.3,7163.752784,2.017166949,31.50213916,0,1,0,0
455,297.4,308.7,1429,57.4,96,11.3,8589.596026,1.672473576,24.89546605,0,1,0,0
456,297.3,308.7,1478,47.6,98,11.4,7367.327988,2.058823097,31.05041364,1,0,0,0
457,297.4,308.6,1276,53.6,103,11.2,7162.161044,1.921641433,23.80596571,0,1,0,0
458,297.3,308.6,1486,42.6,105,11.3,6629.13749,2.464788154,34.88262092,0,1,0,0
459,297.4,308.6,1476,42.3,107,11.2,6538.156967,2.529550229,34.89360877,0,1,0,0
460,297.3,308.6,1431,42,109,11.3,6293.866722,2.595237477,34.07142046,1,0,0,0
461,297.4,308.7,1402,40.2,114,11.3,5902.047286,2.83582019,34.87561322,0,1,0,0
462,297.4,308.7,1433,43.4,116,11.3,6512.751954,2.672810444,33.01842557,0,1,0,0
463,297.4,308.7,2874,4.2,118,11.3,1264.05122,28.0951712,684.284085,0,1,0,1
464,297.3,308.6,1511,35.7,120,11.3,5648.866334,3.361343596,42.32491812,0,1,0,0
465,297.3,308.6,1456,42.9,122,11.3,6541.047232,2.843822181,33.93938603,0,0,1,0
466,297.2,308.5,1550,41.5,125,11.3,6736.098248,3.012047467,37.34938859,0,1,0,0
467,297.2,308.5,2182,16.5,127,11.3,3770.225344,7.696965032,132.2423441,0,1,0,0
468,297.3,308.7,1619,31.6,129,11.4,5357.50456,4.082277189,51.234161,0,1,0,0
469,297.3,308.8,1586,32.7,131,11.5,5430.996884,4.006114983,48.50151422,0,0,1,0
470,297.3,308.8,1499,44.2,134,11.5,6938.291151,3.031673522,33.91401948,1,0,0,0
471,297.3,308.8,1419,42.4,139,11.5,6300.526899,3.278301114,33.46697324,1,0,0,0
472,297.4,309,1497,41.8,144,11.6,6552.796789,3.444975252,35.81338856,0,0,1,0
473,297.4,309,1520,37,147,11.6,5889.439028,3.972971899,41.08106998,0,0,1,0
474,297.4,309.1,1478,49.8,150,11.7,7707.834744,3.012047588,29.6787089,0,1,0,0
475,297.4,309.1,1380,41.1,152,11.7,5939.495071,3.698295937,33.57663417,0,1,0,0
476,297.4,309,1570,37.9,154,11.6,6231.139589,4.063323466,41.42479118,0,1,0,0
477,297.4,309,1468,41.4,156,11.6,6364.364061,3.768115032,35.45892863,1,0,0,0
478,297.4,309,1833,22.6,161,11.6,4338.099632,7.123890653,81.1061588,0,1,0,0
479,297.4,308.9,1323,57.3,163,11.5,7938.584724,2.844676641,23.08900121,0,0,1,0
480,297.4,309,1583,32,166,11.6,5304.683915,5.187498379,49.46873454,0,1,0,0
481,297.3,309,1556,39.5,168,11.7,6436.285589,4.25316348,39.39239509,0,0,1,0
482,297.3,309,1548,37.4,171,11.7,6062.771167,4.572191291,41.39036326,0,1,0,0
483,297.4,309,1324,56.9,173,11.6,7889.125584,3.040421258,23.2688887,0,1,0,0
484,297.4,309,1568,33.7,175,11.6,5533.559412,5.192876797,46.5281761,0,1,0,0
485,297.4,309,1685,30.7,177,11.6,5417.100572,5.765470435,54.88597561,0,0,1,0
486,297.4,309.1,1582,35.9,180,11.7,5947.432828,5.01392618,44.06684009,0,0,1,0
487,297.4,309.1,1463,35,183,11.7,5362.175061,5.228569935,41.79998806,0,0,1,0
488,297.4,309.2,1584,42.8,186,11.8,7099.496742,4.345793377,37.00933715,0,1,0,0
489,297.5,309.2,1347,55.8,188,11.7,7871.009066,3.369175023,24.13978062,0,0,1,0
490,297.4,309.2,1459,37.9,191,11.8,5790.594051,5.039576507,38.49603206,0,1,0,0
491,297.4,309.2,1420,45.6,193,11.8,6780.813584,4.232455212,31.14034405,0,1,0,0
492,297.5,309.3,1404,43.5,195,11.8,6395.654324,4.48275759,32.27585465,0,1,0,0
493,297.5,309.3,1470,38.8,197,11.8,5972.795953,5.077318279,37.88658817,0,1,0,0
494,297.6,309.4,1326,49.8,199,11.8,6915.148085,3.995983133,26.62650068,0,1,0,0
495,297.5,309.3,1459,49.7,201,11.8,7593.470299,4.04426478,29.35613091,1,0,0,0
496,297.5,309.2,1530,40,206,11.7,6408.849013,5.149998713,38.24999044,0,0,1,0
497,297.4,309,1505,39.2,209,11.6,6178.046673,5.331631293,38.39284735,0,1,0,0
498,297.5,309.1,1611,30.2,211,11.6,5094.84647,6.986752653,53.3443532,0,1,0,0
499,297.5,309.1,1515,35.1,213,11.6,5568.630058,6.068374339,43.16238087,0,1,0,0
500,297.5,309.2,1804,27.4,215,11.7,5176.255608,7.846712465,65.83939203,0,0,1,0
501,297.6,309.3,1464,46.2,218,11.7,7082.909133,4.718613697,31.68830483,0,0,1,0
502,297.6,309.2,1390,43.3,221,11.6,6302.767901,5.103924918,32.10160921,0,1,0,0
503,297.6,309.2,1442,48.1,0,11.6,7263.383159,0,29.97920375,0,0,1,0
504,297.6,309.3,1529,41.9,3,11.7,6708.881584,0.071599028,36.49163807,0,0,1,0
505,297.6,309.3,1610,35,6,11.7,5900.958201,0.171428522,45.99998686,0,1,0,0
506,297.6,309.3,1543,34.3,8,11.7,5542.282568,0.233236084,44.98540963,0,1,0,0
507,297.8,309.4,1445,48.2,10,11.6,7293.626224,0.207468837,29.97924689,1,0,0,0
508,297.7,309.3,1893,24.6,15,11.6,4876.568612,0.60975585,76.95118823,0,1,0,0
509,297.6,309.3,1415,41.3,17,11.7,6119.770129,0.411622176,34.26149291,0,0,1,0
510,297.5,309.3,1564,37.5,20,11.8,6141.813638,0.533333191,41.70665554,0,1,0,0
511,297.5,309.3,1479,39.4,22,11.8,6102.292402,0.558375493,37.53806154,0,1,0,0
512,297.5,309.2,1426,44.8,24,11.7,6690.000612,0.535714166,31.83035004,0,1,0,0
513,297.4,309.2,1428,38.8,26,11.8,5802.14464,0.67010292,36.80411423,0,1,0,0
514,297.4,309.2,1620,33.2,28,11.8,5632.247309,0.84337324,48.79516603,0,1,0,0
515,297.5,309.2,1715,28,30,11.7,5028.642641,1.071428189,61.24997813,0,1,0,0
516,297.5,309.3,1732,29.9,32,11.8,5423.101014,1.070233756,57.92640203,0,1,0,0
517,297.5,309.4,1391,58.2,34,11.9,8477.713439,0.584192339,23.90033954,0,0,1,0
518,297.6,309.5,1924,20.6,37,11.9,4150.504662,1.796115633,93.39801291,0,1,0,0
519,297.7,309.5,2027,19.8,39,11.8,4202.885484,1.969695975,102.3736857,0,0,1,0
520,297.6,309.5,1617,36.2,42,11.9,6129.812754,1.160220674,44.66849595,0,1,0,0
521,297.5,309.4,1497,35.8,44,11.9,5612.203948,1.229049936,41.81563078,0,1,0,0
522,297.5,309.5,1448,43.7,46,12,6626.414777,1.052631338,33.13500386,0,0,1,0
523,297.4,309.4,1401,45.9,49,12,6734.098101,1.067537894,30.52286917,0,1,0,0
524,297.4,309.4,1620,35.4,51,12,6005.468517,1.440677559,45.76269894,0,1,0,0
525,297.4,309.4,1466,45.5,53,12,6985.121826,1.164834909,32.21977314,0,1,0,0
526,297.6,309.5,1373,50.6,55,11.9,7275.279323,1.086956307,27.13438199,0,1,0,0
527,297.6,309.6,1592,35.8,57,12,5968.355835,1.592178326,44.46926132,0,0,1,0
528,297.5,309.5,1553,42.4,60,12,6895.502659,1.415094006,36.62734985,0,0,1,0
529,297.6,309.5,1569,36.2,63,11.9,5947.851707,1.740331011,43.34252946,0,1,0,0
530,297.6,309.5,1709,32.2,65,11.9,5762.70718,2.018632913,53.07451768,0,0,1,0
531,297.6,309.5,1549,34.9,68,11.9,5661.160434,1.94842351,44.38394144,0,1,0,0
532,297.5,309.4,1443,45.4,70,11.9,6860.421541,1.541849881,31.78413397,0,1,0,0
533,297.5,309.3,1675,29.8,72,11.8,5227.086577,2.416106572,56.20803483,0,1,0,0
534,297.5,309.3,1623,33.4,74,11.8,5676.669429,2.215568199,48.59279982,0,1,0,0
535,297.4,309.3,1365,52.4,76,11.9,7490.185205,1.450381403,26.04961335,1,0,0,0
536,297.4,309.3,1759,24.8,81,11.9,4568.210822,3.266127715,70.92739076,0,1,0,0
537,297.4,309.3,1516,43,83,11.9,6826.471397,1.930232109,35.25580575,1,0,0,0
538,297.4,309.3,1499,36.8,88,11.9,5776.676796,2.391303698,40.73368458,0,0,1,0
539,297.4,309.3,1775,25.8,91,11.9,4795.641186,3.527130416,68.79842295,0,0,1,0
540,297.4,309.4,1473,45.5,94,12,7018.475068,2.065933612,32.37361926,0,1,0,0
541,297.4,309.4,1296,52.3,96,12,7097.988778,1.835563703,24.78010998,0,1,0,0
542,297.5,309.4,1803,24.7,98,11.9,4663.600046,3.96760973,72.99592186,0,1,0,0
543,297.5,309.3,1563,36.1,100,11.8,5908.738879,2.770082335,43.2963869,1,0,0,0
544,297.5,309.4,1831,26.6,105,11.9,5100.333785,3.947366937,68.83456059,0,0,1,0
545,297.6,309.4,1958,22.1,108,11.8,4531.4123,4.886875617,88.59724498,0,1,0,0
546,297.5,309.4,1809,24.3,110,11.9,4603.344299,4.526747108,74.44441381,0,1,0,0
547,297.5,309.4,1482,39.3,112,11.9,6099.15081,2.849872048,37.70991407,0,0,1,0
548,297.4,309.3,1332,53.2,115,11.9,7420.693175,2.161653729,25.03758928,0,1,0,0
549,297.4,309.2,1437,40.4,117,11.8,6079.48444,2.896038887,35.56929813,0,1,0,0
550,297.4,309.2,1698,29.4,119,11.8,5227.735839,4.047617671,57.7550824,0,1,0,0
551,297.4,309.2,1274,54.3,121,11.8,7244.324164,2.228360547,23.46224246,0,1,0,0
552,297.4,309.3,1622,35,123,11.9,5944.940498,3.51428471,46.3428439,0,0,1,0
553,297.4,309.3,1564,36,126,11.9,5896.141092,3.499999028,43.44443238,0,0,1,0
554,297.5,309.4,1368,45.3,129,11.9,6489.525113,2.847681491,30.19866883,1,0,0,0
555,297.4,309.4,1539,42.2,134,12,6801.108272,3.175354698,36.46918567,0,0,1,0
556,297.5,309.4,1357,50.1,137,11.9,7119.445856,2.734530392,27.08582294,0,1,0,0
557,297.5,309.4,1433,48.3,139,11.9,7248.062659,2.877846195,29.66873092,0,0,1,0
558,297.5,309.4,1650,34.6,142,11.9,5978.45082,4.104045057,47.68784749,0,1,0,0
559,297.5,309.4,1503,40.6,144,11.9,6390.187953,3.546797156,37.01969532,0,1,0,0
560,297.5,309.4,1318,58.2,146,11.9,8032.801088,2.508590634,22.64604422,0,1,0,0
561,297.5,309.4,1678,34.4,148,11.9,6044.759369,4.302324331,48.77905559,0,0,1,0
562,297.6,309.5,1574,30.9,151,11.9,5093.212842,4.88672981,50.93849484,0,1,0,0
563,297.7,309.6,1529,35.2,153,11.9,5636.100996,4.346589674,43.43748766,0,1,0,0
564,297.6,309.6,1669,32.1,155,12,5610.350409,4.828658932,51.99375327,1,0,0,0
565,297.7,309.7,1570,35.8,160,12,5885.878556,4.469272495,43.85473635,1,0,0,0
566,297.6,309.7,1541,33.7,165,12.1,5438.274907,4.89614098,45.7269894,0,0,1,0
567,297.7,309.7,1680,30.2,168,12,5313.061496,5.562912065,55.62912065,0,0,1,0
568,297.8,309.7,1935,22.1,171,11.9,4478.183248,7.73755306,87.55652147,0,1,0,0
569,297.7,309.6,1596,35.2,173,11.9,5883.072067,4.914771331,45.34089621,0,0,1,0
570,297.7,309.7,1498,41,176,12,6431.67792,4.29268188,36.53657645,0,1,0,0
571,297.8,309.8,1676,29,178,12,5089.798978,6.137928918,57.79308352,0,0,1,0
572,297.8,309.9,1351,49,181,12.1,6932.343069,3.693876797,27.57142294,0,1,0,0
573,297.9,309.9,1472,45,183,12,6936.636579,4.066665763,32.71110384,0,1,0,0
